OrderID,ItemsQuantity,State,City,Street,AppartmentNumber,Pincode,Landmark,Discount,DeliveryCost,TotalAmount,ModeOfPayment,TransactionID,OrderDate,DeliveryDate,AgentID,PharmacyID,PrescriptionID,UserID,Status,Subscription
1209,9,District of Columbia,Chãos,4927 Express Way,59,63662,near Government School,38.76,45.22,1585.94,Net Banking,VBIWML833875,2021-02-18,2021-02-27,12,68,,139,Cancelled,0
1210,4,Minnesota,Sokolov,5296 Kenwood Place,86,61998,,62.53,69.52,1482.41,Net Banking,ZKIOEP199861,2021-02-18,2021-02-22,57,204,,229,Out For Delivery,0
1211,9,Ohio,Sevsk,78 Bunker Hill Alley,11,71889,near Metro,88.66,94.73,2069.44,Net Banking,MSUMOM661920,2021-02-18,2021-02-23,98,88,,381,Delivered,0
1212,9,Texas,Headlands,883 Boyd Point,61,88706,front of Mall,88.89,74.24,409.42,Net Banking,BLGAAE111332,2021-02-18,2021-02-27,55,265,,393,Dispatched,0
1213,6,South Carolina,Shuibatang,1 Bashford Crossing,85,17513,opposite Mall,28.41,61.08,330.25,Net Banking,SJHJKU996772,2021-02-18,2021-02-21,40,76,,413,Out For Delivery,0
1214,10,Michigan,Baih,29 Village Alley,75,83790,near Government School,76.65,79.42,2362.63,Credit Card,SNTXEZ953088,2021-02-18,2021-02-24,11,60,,479,Dispatched,0
1215,3,Arkansas,Solna,162 Old Shore Crossing,58,32340,opposite Mall,12.11,81.27,312.04,Net Banking,MHFQOL725708,2021-02-18,2021-02-26,54,106,,557,Order Placed,0
1216,10,Georgia,Den Haag,301 Southridge Road,29,41409,near Garden,79.73,90.41,1335.51,COD,UWNNHI049801,2021-02-18,2021-02-24,23,165,,671,Delivered,0
1217,7,Michigan,Liuzu,93364 Katie Junction,65,86972,near Metro,4.45,69.9,1339.45,Net Banking,CYNSIS296059,2021-02-18,2021-02-27,73,79,,720,Cancelled,0
1218,2,California,Chavdar,407 Coleman Terrace,39,16627,opposite Bakery,17.07,55.86,84.12,E-Wallet,LZMGIC460170,2021-02-18,2021-02-26,85,15,,817,Out For Delivery,0
1219,8,Arizona,Sonta,577 Coleman Parkway,10,88929,opposite Bakery,7.45,46.09,1340.12,Credit Card,VCBINF621332,2021-02-18,2021-02-26,18,80,,891,Out For Delivery,0
1220,5,Connecticut,Tangxing,7 South Trail,55,58114,,22.61,33.56,218.46,Credit Card,RXEZAT553353,2021-02-18,2021-02-21,80,248,,972,Cancelled,0
1221,1,Connecticut,Pamplona,9 Anhalt Terrace,32,17148,,41.83,54.6,46.4,Credit Card,IJFYLS876607,2021-02-19,2021-02-22,19,174,114,45,Order Placed,0
1222,1,Michigan,Nowy Korczyn,41744 Cordelia Terrace,67,38947,opposite Mall,0.51,88.36,140.45,COD,IMEWQH175315,2021-02-19,2021-02-25,34,286,,150,Cancelled,0
1223,2,California,Riyadh,89 Carberry Hill,17,80382,,90.17,41.3,71.42,Credit Card,VKIWKM571372,2021-02-19,2021-02-23,66,112,,154,Order Placed,0
1224,3,Pennsylvania,Gulu,1736 Novick Plaza,57,46273,near Bus Stand,14.83,47.14,459.79,Credit Card,TIWFTX840003,2021-02-19,2021-02-23,93,212,,188,Being Placed,0
1225,9,Texas,Boniewo,336 Manley Point,56,86224,near Garden,61.97,82.36,550.87,Net Banking,NFNLBU547180,2021-02-19,2021-02-26,76,294,,200,Out For Delivery,0
1226,7,Texas,Lepoglava,9703 Comanche Parkway,70,68136,near Metro,18.76,64.56,1064.31,Net Banking,KRSYCB238977,2021-02-19,2021-02-28,64,104,,329,Order Placed,0
1227,2,Alabama,Zhangjiapan,743 Petterle Hill,69,64101,opposite Bakery,48.13,72,566.13,COD,CRSQEB193668,2021-02-19,2021-03-01,87,291,,379,Cancelled,0
1228,4,Florida,Shifo,6 Mifflin Court,95,68066,opposite Bakery,39.08,94.83,1272.32,COD,KRHTFY643070,2021-02-19,2021-02-26,72,219,,425,Out For Delivery,0
1229,7,Colorado,Manay,1730 Eliot Hill,62,94129,near Garden,63.72,97.37,850.1,Credit Card,XDSETY952879,2021-02-19,2021-02-25,76,288,,474,Cancelled,0
1230,9,Illinois,Pirogovo,07531 Twin Pines Terrace,65,72922,,20.86,37.46,1470.49,COD,FTNCKL800707,2021-02-19,2021-02-25,90,18,,498,Order Placed,0
1231,1,New Jersey,Starobelokurikha,7111 Eagle Crest Hill,65,97459,opposite Bakery,94.55,66.02,57.92,Delivered,WKGPPN736113,2021-02-19,2021-02-24,54,24,650,526,Being Placed,1
1232,4,Virginia,Markivka,00477 Gina Way,40,61485,near Bus Stand,75.08,55.63,199.92,Credit Card,HPDBSD363962,2021-02-19,2021-02-25,15,129,,564,Out For Delivery,0
1233,1,Indiana,Jam,8246 Alpine Parkway,50,92709,near Metro,5.65,95.19,124.29,E-Wallet,SEQZWR971893,2021-02-19,2021-02-24,11,51,,590,Dispatched,0
1234,9,Indiana,Dodu Dua,371 Quincy Hill,58,74574,opposite Mall,31.12,55.32,1585.23,Credit Card,ISEQAP739912,2021-02-19,2021-02-25,65,99,,617,Dispatched,0
1235,2,Louisiana,Kiryū,0 Hovde Circle,78,58486,,41.87,46.53,77.51,Credit Card,EOWFNF034509,2021-02-19,2021-02-26,66,168,,622,Out For Delivery,0
1236,10,California,Yongjiu,87 Dwight Hill,58,46545,,54.24,78.82,718.77,COD,SEFLZB550658,2021-02-19,2021-02-28,98,242,,623,Dispatched,0
1237,4,Missouri,Uzdin,8190 Portage Road,36,51185,near Bus Stand,1.13,92.95,524.44,Net Banking,NULNDO107825,2021-02-19,2021-02-26,1,261,,735,Order Placed,0
1238,1,North Carolina,Zelenodolsk,50 Kim Place,2,50528,opposite Bakery,35.53,86.09,128.49,COD,AMAEQD341606,2021-02-19,2021-02-24,7,260,658,781,Dispatched,0
1239,8,Oklahoma,Shchukino,7596 Eagan Way,48,20370,opposite Mall,66.92,49.1,341.2,Net Banking,MVMVSY413046,2021-02-19,2021-02-25,12,52,,787,Delivered,0
1240,1,Arizona,Houping,88 Di Loreto Hill,18,50683,opposite Bakery,84.36,87.33,75.88,Order Placed,NULQLA893754,2021-02-19,2021-02-26,28,56,,799,Dispatched,1
1241,5,Alabama,Puteaux,52 Troy Center,84,20838,near Bus Stand,44.52,74.21,223.04,Net Banking,OGRRBS859871,2021-02-19,2021-02-27,40,77,,801,Cancelled,0
1242,3,Florida,Lappajärvi,2100 Fisk Court,25,42049,,67.22,30.92,45.14,Credit Card,YHHFJY001425,2021-02-19,2021-03-01,71,25,,822,Cancelled,0
1243,9,California,Baixiang,7 Lindbergh Lane,77,95711,opposite Mall,54.62,34.91,2011.54,Credit Card,ESTGVT034012,2021-02-19,2021-02-24,40,154,,828,Delivered,0
1244,1,Indiana,Kertabumi,8813 Sloan Terrace,25,28520,front of Mall,17.28,81.41,153.07,COD,AQCSCZ232493,2021-02-19,2021-02-24,41,182,277,855,Cancelled,0
1245,1,Colorado,Washington,40 Ilene Junction,61,64169,,82.04,94.23,102.97,Dispatched,SZIEME361739,2021-02-19,2021-02-22,84,24,,862,Order Placed,1
1246,1,Kentucky,Jinzhou,836 Mesta Trail,19,27166,opposite Bakery,66.99,94.52,273.41,Net Banking,DMWMRL550824,2021-02-19,2021-02-26,80,160,418,934,Delivered,0
1247,1,Virginia,Pokrovo-Prigorodnoye,90815 Golf Course Lane,59,24010,near Metro,18.59,39.41,46.41,Delivered,HSJORI715241,2021-02-19,2021-02-26,73,4,,947,Cancelled,1
1248,9,Missouri,Dinggou,437 Mcguire Plaza,98,14413,near Metro,77.52,43.35,410.23,Credit Card,OXMMJM137123,2021-02-20,2021-02-24,60,274,,4,Delivered,0
1249,1,Texas,Pingshi,51 Birchwood Lane,32,20053,near Metro,26.68,50.05,989.23,Net Banking,PSLGSP282626,2021-02-20,2021-02-25,19,251,505,30,Dispatched,0
1250,1,Connecticut,Pamplona,9 Anhalt Terrace,32,17148,,18.76,87.37,113.88,Being Placed,JWWAQQ888885,2021-02-20,2021-02-26,4,80,114,45,Dispatched,1
1251,4,Texas,Revolucion Verde,6 Melby Trail,84,62761,,80.54,66.97,386.85,COD,ZAJYHA462616,2021-02-20,2021-02-26,84,197,,84,Order Placed,0
1252,2,Florida,Bokoro,96273 Autumn Leaf Terrace,24,30168,,95.53,65.62,56.16,Credit Card,ZZPHDM797437,2021-02-20,2021-03-01,47,75,,104,Cancelled,0
1253,1,Illinois,Vári,08 Northridge Point,69,95916,near Garden,1.3,81.79,104.3,Being Placed,LJHKYR009057,2021-02-20,2021-02-24,21,173,,133,Being Placed,1
1254,3,Louisiana,Boucherville,1584 Riverside Pass,96,34048,near Bus Stand,97.35,35.71,159.52,COD,WUHPCF621871,2021-02-20,2021-02-23,24,135,,172,Delivered,0
1255,1,Missouri,Parksville,1 Declaration Circle,20,41788,,82.34,62.27,792.42,Being Placed,EUDEZI621640,2021-02-20,2021-02-26,23,261,,191,Delivered,1
1256,7,Virginia,Bakunase,13 Arapahoe Lane,92,56945,opposite Mall,6.26,32.76,972.82,Net Banking,FFKDEV758905,2021-02-20,2021-02-24,39,228,,205,Out For Delivery,0
1257,10,South Dakota,Mae Lan,73849 2nd Way,56,45119,near Bus Stand,42.84,95.19,1208.87,E-Wallet,MEZOCO717452,2021-02-20,2021-02-25,38,263,,236,Out For Delivery,0
1258,10,Pennsylvania,Kemil,4072 Hooker Way,59,56872,opposite Mall,27.79,33.24,1035.26,E-Wallet,QGXHMZ093188,2021-02-20,2021-02-25,12,256,,260,Being Placed,0
1259,5,New York,Golcowa,097 Butternut Circle,51,81317,,94.78,36.83,335.68,Net Banking,CZQLRE021945,2021-02-20,2021-02-23,49,162,,286,Dispatched,0
1260,5,Minnesota,Changxi,94 Alpine Road,76,47171,,98.26,63.56,738.91,E-Wallet,TYAKTG253150,2021-02-20,2021-02-28,56,269,,304,Delivered,0
1261,1,Ohio,Taldom,0 Farwell Road,21,89464,,0.82,75.95,170.85,Being Placed,VJFVLW371987,2021-02-20,2021-02-23,43,145,,427,Out For Delivery,1
1262,7,Illinois,Yantan,6155 Aberg Park,20,43758,near Bus Stand,60.96,70.71,2373.97,E-Wallet,JCTECN502567,2021-02-20,2021-02-23,83,82,,518,Cancelled,0
1263,10,Kentucky,Nanpu,7238 Dakota Lane,4,80802,front of Mall,0.23,66.56,724.45,Credit Card,LHLVSI733414,2021-02-20,2021-03-01,80,212,,543,Cancelled,0
1264,5,Pennsylvania,Shiyan,3 Corscot Street,66,28728,near Garden,64.24,33.69,1111.27,E-Wallet,WSGSVZ453257,2021-02-20,2021-02-28,42,230,,548,Dispatched,0
1265,9,Virginia,Markivka,00477 Gina Way,40,61485,near Bus Stand,12,80.3,2274.8,E-Wallet,VOHLPS082553,2021-02-20,2021-03-01,97,266,,564,Delivered,0
1266,1,Louisiana,Tagbilaran City,81618 Weeping Birch Plaza,36,97975,,6.19,30.33,94.52,E-Wallet,SICXRD347873,2021-02-20,2021-03-02,24,200,110,600,Being Placed,0
1267,10,Washington,Maradi,7446 Veith Crossing,98,93423,near Government School,69.25,87.18,967.35,E-Wallet,GPHRJM684036,2021-02-20,2021-02-25,49,6,,654,Dispatched,0
1268,2,Maryland,Jaguaribe,85 Sugar Lane,64,64548,opposite Bakery,3.16,65.75,232.37,Net Banking,KKZJKF220754,2021-02-20,2021-02-24,71,141,,692,Out For Delivery,0
1269,1,New Mexico,Sernancelhe,5068 Sherman Pass,68,84011,,57.95,81.99,90.45,Being Placed,BVIBCH551109,2021-02-20,2021-02-27,37,295,104,715,Order Placed,1
1270,6,Florida,Mah�b�d,7806 Prairie Rose Way,37,94035,,75.68,89.56,826.21,E-Wallet,DQOAJK865122,2021-02-20,2021-02-24,83,97,,765,Delivered,0
1271,3,North Carolina,Zelenodolsk,50 Kim Place,2,50528,opposite Bakery,72.53,95.64,298.25,Net Banking,GFWTEI465528,2021-02-20,2021-02-27,49,115,,781,Delivered,0
1272,8,Virginia,Boulsa,45662 Westridge Plaza,80,56752,near Metro,17.38,46.08,655.98,COD,TQFRZS140110,2021-02-20,2021-02-28,74,68,,795,Out For Delivery,0
1273,1,Indiana,Gabasumdo,00 Paget Park,97,25505,,0.62,40.08,81.55,COD,ZLVDDP924838,2021-02-20,2021-03-02,51,16,,821,Order Placed,0
1274,6,Georgia,Dome,7602 Barby Court,1,68482,near Bus Stand,99.81,68.33,437,Credit Card,SMBKVX313359,2021-02-20,2021-03-01,63,220,,889,Delivered,0
1275,7,Nevada,Den Haag,9993 Homewood Circle,67,88407,,14.45,36.32,340.13,Net Banking,IMEWMA346542,2021-02-20,2021-02-27,29,169,,932,Delivered,0
1276,1,Georgia,Mukacheve,6548 Onsgard Junction,31,63332,,56.14,88.94,82.45,Out For Delivery,MFPTVZ862928,2021-02-20,2021-02-24,64,260,,998,Out For Delivery,1
1277,1,Michigan,Le Mans,38 Sauthoff Drive,12,84221,near Garden,50.46,66.13,28.22,Cancelled,LVHCTS938972,2021-02-21,2021-02-24,53,287,,103,Out For Delivery,1
1278,1,Colorado,Pa Kham,210 Columbus Court,36,70349,,77.4,63.07,83.04,Net Banking,HITWAV518350,2021-02-21,2021-02-25,50,85,,143,Dispatched,0
1279,8,New Mexico,Punta Alta,8517 Marcy Road,43,63414,near Garden,92.26,32.57,279.14,Credit Card,WAPLZP466826,2021-02-21,2021-02-24,44,269,,302,Dispatched,0
1280,6,New York,Bakuriani,33 Carioca Center,99,56390,near Garden,18.31,44.74,455.23,Net Banking,ELLCXP166075,2021-02-21,2021-03-02,40,187,,303,Order Placed,0
1281,9,Texas,Governor’s Harbour,8 Brickson Park Lane,27,27002,,57.29,53.23,683.95,E-Wallet,LAXPCJ109189,2021-02-21,2021-02-28,25,234,,336,Order Placed,0
1282,9,Tennessee,Dokuchayevs’k,0 Hallows Drive,96,91452,near Garden,15.06,60.64,982.08,Credit Card,DPQMLV342313,2021-02-21,2021-03-01,29,181,,373,Dispatched,0
1283,1,Ohio,Taldom,0 Farwell Road,21,89464,,66.08,58.79,88.43,Delivered,IEBHYG686703,2021-02-21,2021-02-25,73,293,,427,Out For Delivery,1
1284,4,South Carolina,La Libertad,291 5th Drive,2,66343,,61.84,82.97,1189.55,Credit Card,IHTPGX852844,2021-02-21,2021-03-01,34,278,,466,Order Placed,0
1285,10,North Carolina,Sokol,2 Sheridan Plaza,58,37491,,23.15,75.96,1332.02,E-Wallet,IDTFJR751688,2021-02-21,2021-03-01,66,123,,473,Out For Delivery,0
1286,6,Oklahoma,Ovsyanka,0945 Maple Wood Place,53,61423,,17.96,50.04,338.24,Credit Card,VTWRZV262691,2021-02-21,2021-02-28,31,240,,502,Order Placed,0
1287,3,New York,Saint Petersburg,76446 Vahlen Hill,46,79960,front of Mall,23.82,47.01,178.91,COD,QLSXLT549750,2021-02-21,2021-02-27,73,167,,530,Cancelled,0
1288,5,Illinois,Zavr�,25041 Anzinger Alley,52,86968,opposite Mall,59.76,89.74,214.21,Credit Card,KZPVDW255101,2021-02-21,2021-02-25,89,289,,565,Dispatched,0
1289,1,Indiana,Jam,8246 Alpine Parkway,50,92709,near Metro,75.6,95.53,40.87,Credit Card,DFKXYG959744,2021-02-21,2021-03-02,22,71,,590,Order Placed,0
1290,1,Pennsylvania,Raydah,99441 Sundown Alley,68,54145,near Garden,80.37,98.28,56.03,Delivered,EUEESH316391,2021-02-21,2021-02-26,80,127,,658,Dispatched,1
1291,7,Texas,Naranjal,1898 Summerview Center,59,93503,near Bus Stand,14.04,40.33,840.98,COD,UGVVSI159049,2021-02-21,2021-02-28,17,299,,702,Being Placed,0
1292,8,California,Belopa,7 Longview Park,78,22274,near Bus Stand,85.91,72.05,341.02,COD,NPZFOB116802,2021-02-21,2021-03-01,6,101,,706,Order Placed,0
1293,9,Massachusetts,Catalão,3488 West Alley,53,32379,,80.81,39.55,2456.54,COD,KPYNKX114629,2021-02-21,2021-03-02,77,192,,762,Order Placed,0
1294,7,New York,Villa Nueva,6 Sherman Avenue,9,49087,opposite Bakery,11.68,42.78,759.2,Credit Card,HJEQMV539218,2021-02-21,2021-02-28,85,206,,784,Dispatched,0
1295,2,Washington,San Pedro,0 Waubesa Plaza,99,59678,near Metro,2.61,56.27,173.07,E-Wallet,THSQSK075824,2021-02-21,2021-02-25,48,276,,885,Cancelled,0
1296,1,Minnesota,Shanggu,2 Lerdahl Hill,22,62690,near Bus Stand,66.98,99.9,86.99,Net Banking,ZHPXNB110414,2021-02-21,2021-02-24,59,185,107,896,Cancelled,0
1297,3,Minnesota,Mulong,54427 Golf Course Center,46,34380,near Metro,63.77,68.86,173.6,COD,ZZPDGP039496,2021-02-21,2021-03-02,19,289,,904,Dispatched,0
1298,2,Mississippi,Takai,0 Corscot Road,15,98202,near Bus Stand,26.56,62.41,155.63,COD,CLAEER122503,2021-02-21,2021-02-25,89,57,,914,Being Placed,0
1299,5,District of Columbia,Jabon,2576 Cascade Drive,9,23494,,74.33,74.51,262.2,Credit Card,EXJYOO037476,2021-02-21,2021-02-25,30,166,,964,Dispatched,0
1300,5,Ohio,Longxian,5 Butternut Pass,25,62072,opposite Mall,51.63,89.83,681.26,E-Wallet,BSGJAO929687,2021-02-21,2021-02-26,83,64,,991,Order Placed,0
1301,2,Minnesota,Raków,3928 Schurz Way,22,90216,,36.3,82.24,215.19,Credit Card,AKRXQO895287,2021-02-21,2021-03-01,15,3,,999,Order Placed,0
1302,7,Florida,Guinsang-an,8348 Southridge Road,94,42947,,94.6,57.65,998.11,Credit Card,UQGSEL387905,2021-02-22,2021-02-26,94,12,,101,Cancelled,0
1303,6,California,Hassi Berkane,708 Service Alley,56,14847,near Metro,85.35,64.13,1074.5,E-Wallet,LWXRYB522978,2021-02-22,2021-03-01,39,166,,111,Delivered,0
1304,8,California,Shymkent,2863 Anniversary Street,43,88212,,18.49,91.22,563.37,E-Wallet,JCGLMI511658,2021-02-22,2021-03-01,82,183,,153,Delivered,0
1305,10,Texas,Verkhnevilyuysk,363 Ridgeway Circle,59,59591,near Bus Stand,6.72,96.09,1912.44,Net Banking,QTMSAW840099,2021-02-22,2021-02-27,91,297,,171,Being Placed,0
1306,1,California,Marmashen,422 Aberg Circle,22,46834,near Garden,82.75,50.75,29.83,Being Placed,XVQJNF857715,2021-02-22,2021-02-25,59,129,,181,Out For Delivery,1
1307,3,New York,Gantang,83267 Talisman Terrace,98,53539,near Bus Stand,81.72,72.6,1006.43,E-Wallet,PFVPZY915057,2021-02-22,2021-02-27,72,250,,195,Order Placed,0
1308,1,California,Agen,778 Vermont Alley,53,39607,,61.94,56.88,93.78,Credit Card,NVKSJX090128,2021-02-22,2021-02-25,80,152,,201,Order Placed,0
1309,1,West Virginia,Thị Trấn Na Hang,519 Paget Way,77,40304,front of Mall,38.75,74.79,65.43,Delivered,ZPGOPP898716,2021-02-22,2021-02-28,95,44,,214,Dispatched,1
1310,2,Tennessee,Bombardopolis,781 Rockefeller Alley,4,88744,opposite Bakery,34.81,95.86,181.26,COD,TZUJIZ844609,2021-02-22,2021-03-03,61,198,,289,Being Placed,0
1311,7,Louisiana,Tabwakea Village,058 Forest Dale Road,59,11338,,20.94,32.66,435.84,E-Wallet,OPVIQF675315,2021-02-22,2021-02-25,34,45,,294,Order Placed,0
1312,1,Michigan,Phùng,79 Moose Hill,1,74620,near Metro,97.61,55.99,-26.63,Out For Delivery,ZVCKXS899193,2021-02-22,2021-03-01,59,214,,308,Being Placed,1
1313,6,New Jersey,Kurbnesh,1573 Arkansas Parkway,40,30219,,96.12,33.71,1132.02,COD,TDWESR368299,2021-02-22,2021-02-27,58,46,,349,Delivered,0
1314,3,New Jersey,Kurbnesh,1573 Arkansas Parkway,40,30219,,91.13,46.76,96.43,E-Wallet,GDKMTV761103,2021-02-22,2021-02-28,42,118,,349,Out For Delivery,0
1315,10,Texas,Sarykemer,1 Fallview Terrace,76,11473,,99.93,41.37,1280.87,Credit Card,EFCFUT920035,2021-02-22,2021-03-04,8,152,,358,Out For Delivery,0
1316,8,Pennsylvania,Zhongshan,65900 Mallard Center,1,71303,near Metro,42.27,46.17,1371.39,E-Wallet,ELZFSY468659,2021-02-22,2021-03-04,89,214,,423,Being Placed,0
1317,7,Michigan,Baih,29 Village Alley,75,83790,near Government School,20.56,78.41,505.69,E-Wallet,PAVWXT218435,2021-02-22,2021-02-25,87,207,,479,Delivered,0
1318,1,Ohio,Calilegua,78 Hovde Terrace,61,86696,near Bus Stand,49.91,57.95,724,Net Banking,DJDHCH471192,2021-02-22,2021-02-25,49,67,629,521,Delivered,0
1319,7,West Virginia,Sampangbitung,47275 Corry Trail,97,30966,,3.46,50.44,1207.5,COD,DTMUQO739733,2021-02-22,2021-02-28,42,169,,536,Dispatched,0
1320,3,Minnesota,T’ianet’i,79841 Victoria Park,34,94842,near Bus Stand,83.4,57.07,167.24,COD,YVVKFY459068,2021-02-22,2021-03-04,61,109,,558,Dispatched,0
1321,4,California,Vukovije Donje,43 Iowa Place,21,63715,near Garden,69.95,83.93,479.71,Credit Card,LUYFAT742429,2021-02-22,2021-02-27,3,171,,568,Out For Delivery,0
1322,10,Nevada,Dunhou,71711 Burning Wood Junction,25,62471,near Metro,54.79,39.14,514.41,COD,JMZORG224523,2021-02-22,2021-03-01,99,272,,571,Cancelled,0
1323,4,New Hampshire,Melfi,9443 Doe Crossing Parkway,97,63680,opposite Mall,32.9,56.73,199.79,COD,FIMOFL563835,2021-02-22,2021-03-02,94,96,,589,Being Placed,0
1324,5,Oklahoma,Sumberkertokrajan,645 John Wall Hill,5,40287,near Metro,94.44,38.66,852.93,Credit Card,GYYDJG316351,2021-02-22,2021-02-25,55,238,,615,Cancelled,0
1325,7,Kansas,Sinargalih,075 Stang Court,56,51966,opposite Mall,23.77,53.81,1460.89,COD,TTFVBJ775414,2021-02-22,2021-02-27,81,283,,628,Dispatched,0
1326,9,California,Lakatoro,74228 Bobwhite Park,86,51144,opposite Bakery,37.24,36.97,2898.35,Net Banking,KQHMHY294507,2021-02-22,2021-03-02,42,255,,656,Out For Delivery,0
1327,8,California,Višňova,62122 Utah Parkway,97,83455,,73.94,84.72,1282.48,Net Banking,GEHREO652658,2021-02-22,2021-03-03,54,79,,673,Being Placed,0
1328,7,Pennsylvania,Libmanan,0 Stone Corner Parkway,11,56538,,72.34,33.2,297.75,E-Wallet,RNLQKB744149,2021-02-22,2021-02-26,90,135,,691,Order Placed,0
1329,1,New York,Santiago dos Velhos,47863 Caliangt Pass,33,58791,,51.25,94.78,92.27,Dispatched,TVVJMQ348515,2021-02-22,2021-02-26,14,52,,712,Order Placed,1
1330,1,Illinois,Baon,271 Sachtjen Trail,71,70281,front of Mall,92.08,37.44,174.15,COD,CLDCNK406815,2021-02-22,2021-03-04,43,258,381,731,Order Placed,0
1331,1,Illinois,Jiangdianzi,4 Dryden Circle,91,66676,opposite Mall,24.1,51.64,125.36,Credit Card,PBNVLZ559652,2021-02-22,2021-03-04,84,182,,764,Order Placed,0
1332,5,Indiana,Gabasumdo,00 Paget Park,97,25505,,51.9,31.65,120.15,COD,PHLETB551071,2021-02-22,2021-03-03,41,178,,821,Out For Delivery,0
1333,6,California,Florencia,38954 Lerdahl Road,42,91622,,74.1,55.85,1111.88,COD,IIIMDR899733,2021-02-22,2021-02-25,33,99,,827,Dispatched,0
1334,8,Arizona,Sonta,577 Coleman Parkway,10,88929,opposite Bakery,13.74,44.48,971.18,Credit Card,IDXWBX002214,2021-02-22,2021-03-02,95,90,,891,Out For Delivery,0
1335,1,Washington,Mernek,7329 Crescent Oaks Lane,73,12324,near Bus Stand,5.46,91.88,170.39,E-Wallet,RKFVQR950238,2021-02-22,2021-02-26,81,233,527,928,Delivered,0
1336,10,Arizona,La Molina,88 Shopko Park,62,67602,,50.46,77.74,1133.42,E-Wallet,ORLYEB092555,2021-02-22,2021-02-28,11,282,,976,Dispatched,0
1337,2,Georgia,Radojevo,67874 Bultman Center,71,66632,opposite Bakery,10.2,79.08,133.73,Net Banking,LPSTCO911250,2021-02-23,2021-02-26,63,113,,81,Dispatched,0
1338,8,Louisiana,Suleja,0302 Vera Pass,33,19193,front of Mall,49.17,46.45,455.5,E-Wallet,IBRRCX740084,2021-02-23,2021-03-01,47,44,,85,Order Placed,0
1339,10,New York,Dete,68983 Red Cloud Pass,57,38671,front of Mall,3.61,94.28,1223.84,COD,PYZCEZ372410,2021-02-23,2021-02-27,26,109,,90,Delivered,0
1340,4,Tennessee,Chuntai,4236 4th Crossing,64,23224,near Metro,31.7,39.23,129.13,Credit Card,TGFTCQ470058,2021-02-23,2021-02-27,5,201,,102,Out For Delivery,0
1341,1,Texas,Yazykovo,9297 Manitowish Pass,43,28589,near Bus Stand,13.08,49.86,104.25,Delivered,BFMSVQ587695,2021-02-23,2021-02-26,27,144,,134,Order Placed,1
1342,9,New York,Borås,06893 Eggendart Junction,85,28301,near Garden,78.07,48.71,1419.77,COD,RZXNRH238035,2021-02-23,2021-03-01,74,237,,213,Order Placed,0
1343,10,West Virginia,Thị Trấn Na Hang,519 Paget Way,77,40304,front of Mall,74.08,79.18,894.9,Credit Card,EQTOOW813118,2021-02-23,2021-02-28,10,149,,214,Out For Delivery,0
1344,1,New York,Yunyang,39 Bluestem Trail,15,32126,near Government School,56.63,38.87,12.53,Credit Card,MGEBZB907569,2021-02-23,2021-03-05,45,217,336,251,Being Placed,0
1345,4,Illinois,Huyang,9872 Dayton Pass,83,41126,opposite Bakery,66.57,49.29,258.48,E-Wallet,YYGHCX342178,2021-02-23,2021-02-28,59,46,,315,Being Placed,0
1346,10,Texas,Lepoglava,9703 Comanche Parkway,70,68136,near Metro,70.31,80.02,1959.98,Net Banking,CBVYLO463669,2021-02-23,2021-02-27,48,4,,329,Being Placed,0
1347,2,Texas,Port-Vila,159 Harper Street,26,63635,near Garden,64.01,81.96,999.08,E-Wallet,ZFBDUI281101,2021-02-23,2021-03-04,52,183,,343,Order Placed,0
1348,2,Utah,Agía Varvára,30070 Orin Trail,68,16817,opposite Bakery,68.13,50.35,77.88,E-Wallet,GJFOKH207432,2021-02-23,2021-02-26,92,204,,396,Delivered,0
1349,6,Pennsylvania,Zhongshan,65900 Mallard Center,1,71303,near Metro,85.04,71.05,267.49,Credit Card,ANBGCD666076,2021-02-23,2021-03-01,19,193,,423,Order Placed,0
1350,1,Florida,Nakhon Pathom,31831 Northridge Junction,9,51384,,42.14,33.28,24.11,Cancelled,SNQVVM258900,2021-02-23,2021-03-02,5,275,433,440,Out For Delivery,1
1351,8,California,Kulaman,007 Lien Avenue,95,87703,near Metro,10.5,52.32,729.63,Credit Card,YRFBMI801470,2021-02-23,2021-03-01,70,107,,453,Delivered,0
